subID,B,bias,bias50,nondectime,condition
32,1.0685497989529176,0.2130643119483971,0.0377896882589771,0.8537719945214565,condition_80cue
33,0.9135960575396782,0.1053406808007869,0.2308871899416211,1.389115711959409,condition_80cue
35,0.6342010961977397,0.2134841599432534,0.0301967811745973,0.860531695891768,condition_80cue
36,0.7010118538188814,0.2141108496638061,0.1669127678352119,1.224813694248224,condition_80cue
37,0.904422294755204,0.1058871350845461,0.0418991702788389,1.0583344142134166,condition_80cue
38,1.0933701851534796,0.3713654142482617,0.1840812169022899,1.0522495091254165,condition_80cue
39,0.947188508991462,0.2069642653736856,0.1105797942795969,1.0248081192220893,condition_80cue
40,0.8075886331410734,0.3444742587507257,0.1119213949106595,1.0097086700544953,condition_80cue
41,1.1962333063481847,0.1626806727092599,0.1121166433542099,1.4507563060645463,condition_80cue
42,1.3548675651929365,0.0813397428280507,0.2339529239885029,1.4999228673744374,condition_80cue
43,1.0414542168830303,0.1846790281134851,0.1715288238465539,1.1726421176789965,condition_80cue
44,0.8964339109675943,0.2242112285651072,0.1285430280297878,1.046382190395938,condition_80cue
45,1.1246716394406997,0.1251449498386879,0.253270100401295,1.4029423540196553,condition_80cue
46,1.0656445144079243,0.0577627340581134,0.0217007790166283,0.6127767347507176,condition_80cue
47,0.8711681544496296,0.2408374972315814,0.2758308158123029,1.3339647326929276,condition_80cue
48,1.1982523990373029,0.1310413514240598,0.1772918480163795,1.4953225915126027,condition_80cue
49,0.6746005543857728,0.1019578328262084,0.0415698166807723,1.1596139672501753,condition_80cue
50,1.2566136373034995,0.6603830822456997,0.1803230413513221,0.2913731032962502,condition_80cue
51,0.870135099597367,0.0169424485389391,0.0200121693016184,0.2446298247699649,condition_80cue
52,1.132911422243469,0.1205325967404054,0.1894466997164639,1.4980814596333958,condition_80cue
53,1.2474838132104684,0.1305560017675199,0.0603312944334021,1.4984937061741102,condition_80cue
54,0.9425943715613898,0.1973643356865573,0.2949167361080442,1.146896976324213,condition_80cue
55,1.0722790063905876,0.0107247396831237,0.0144571362063942,0.9743688595897,condition_65cue
56,1.0556942237258886,0.0075104514419307,0.0145406732365757,0.1542161004785723,condition_65cue
57,1.154975261925365,0.1051680912589188,0.014851134766063,0.1542807030008659,condition_65cue
58,1.2837492964958586,0.026436882804959,0.1520502430542107,0.5992305759418751,condition_65cue
59,0.7559732461575648,0.0270482246980675,0.1773152707253256,0.9903568243621752,condition_65cue
60,1.130460081561145,0.1076479440405179,0.0175750832321988,0.1720611044413509,condition_65cue
61,1.0052005621970932,0.0339670967404161,0.0006232959906222,1.4071029814067522,condition_65cue
62,1.0493109353517274,0.1619464296731855,0.212522719980535,1.0810188486382095,condition_65cue
63,1.405378646953291,0.0286184669583082,0.0648066807456159,1.496257914308337,condition_65cue
64,0.8171120429606618,0.0556601813249833,0.2816668296999929,1.0525725906675878,condition_65cue
65,0.6197791985869286,0.084474779557913,0.2595785454095485,1.1780708182957744,condition_65cue
66,1.0557967042293392,0.0592010825964714,0.1603529949849046,0.6778574519374582,condition_65cue
67,1.3531471822859595,0.0387891854749088,0.1380628343573435,1.4953158630573316,condition_65cue
68,1.1264645190622915,0.2182875648369857,0.0176871054392591,0.5413124035850013,condition_65cue
69,0.7730492738683634,0.003459228549077,0.0665291073354676,0.2676919702355476,condition_65cue
70,1.05100745418905,0.0257165656753128,0.0960723546226882,0.0140412594255976,condition_65cue
71,0.918336456599565,0.0581216845800922,0.243281582150184,0.9994673928319155,condition_65cue
72,0.796179154328727,0.0390455089398307,0.1207567367709584,1.0067423464198,condition_65cue
